molecule_chembl_id,canonical_smiles,standard_value,standard_value_M,pIC50
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,43.0,4.3e-08,7.366531544420414
CHEMBL159319,Fc1ccc(C(OCCN2CCN(CCCc3ccco3)CC2)c2ccc(F)cc2)cc1,62.0,6.2e-08,7.2076083105017466
CHEMBL286991,Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,51.0,5.1e-08,7.292429823902063
CHEMBL163980,Fc1ccc(C(OCCN2CCN(CCCc3cccs3)CC2)c2ccc(F)cc2)cc1,38.0,3.8e-08,7.42021640338319
CHEMBL607159,CN(C(=O)Nc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,5303.0,5.303000000000001e-06,5.275478372881437
CHEMBL607212,CN(C(=O)COc1cccc(Cl)c1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,42.0,4.2000000000000006e-08,7.376750709602099
CHEMBL301867,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,194.0,1.9400000000000002e-07,6.7121982700697735
CHEMBL607273,CN(C(=O)CSc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,200.0,2.0000000000000002e-07,6.698970004336019
CHEMBL2303661,CN(CCc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,2.0,2e-09,8.698970004336019
CHEMBL607450,CN(C(=O)Cc1ccc(Cl)cc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,278.0,2.7800000000000003e-07,6.555955204081924
CHEMBL607211,CN(/C(S)=N/c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,3267.0,3.2670000000000002e-06,5.485850865524562
CHEMBL607276,CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@H]1N1CCCC1,7551.0,7.551e-06,5.121995529731975
CHEMBL606887,CN(C(=O)Cc1cccs1)[C@H]1CCCC[C@H]1N1CCCC1,1516.0,1.5160000000000002e-06,5.819300798703965
CHEMBL607448,COc1cc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)cc(OC)c1OC,302.0,3.0200000000000003e-07,6.519993057042849
CHEMBL606891,CN(C(=O)c1cccc2ccccc12)[C@H]1CCCC[C@H]1N1CCCC1,2593.0,2.593e-06,5.586197483230649
CHEMBL607392,CN(C(=O)Cc1cccc([N+](=O)[O-])c1)[C@@H]1CCCC[C@@H]1N1CCCC1,1609.0,1.6090000000000002e-06,5.793443955900971
CHEMBL607210,CN(C(=O)COc1cc(Cl)c(Cl)cc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,128.0,1.28e-07,6.892790030352131
CHEMBL607452,CN(C(=O)Cc1cc(Cl)c(Cl)cc1[N+](=O)[O-])[C@@H]1CCCC[C@@H]1N1CCCC1,5952.0,5.952000000000001e-06,5.225337077462178
CHEMBL606889,CN(C(=O)CCCOc1ccc(Cl)cc1Cl)[C@H]1CCCC[C@H]1N1CCCC1,418.0,4.18e-07,6.3788237182249645
CHEMBL606835,CN(C(=O)Cc1ccc([N+](=O)[O-])cc1)[C@@H]1CCCC[C@@H]1N1CCCC1,2374.0,2.374e-06,5.624519285381427
CHEMBL607213,COc1cc(CCC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)cc(OC)c1OC,2670.0,2.6700000000000003e-06,5.573488738635425
CHEMBL606890,CN(C(=O)C1(c2ccccc2)CC1)[C@H]1CCCC[C@H]1N1CCCC1,6058.0,6.058e-06,5.217670731003163
CHEMBL606834,COc1ccccc1CC(=O)N(C)[C@@H]1CCCC[C@@H]1N1CCCC1,208.0,2.08e-07,6.681936665037238
CHEMBL606783,CN(C(=O)Cc1c(Cl)cccc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,1385.0,1.385e-06,5.858550226599533
CHEMBL607158,CN(C(=O)/C=C/c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,3650.0,3.65e-06,5.437707135543525
CHEMBL607333,CN(C(=O)COc1ccc(Cl)cc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,76.0,7.6e-08,7.119186407719209
CHEMBL607449,CN(C(=O)Cc1cc(Cl)c(Cl)cc1N)[C@@H]1CCCC[C@@H]1N1CCCC1,12.0,1.2000000000000002e-08,7.920818753952375
CHEMBL606784,COc1cccc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)c1,211.0,2.1100000000000002e-07,6.675717544702307
CHEMBL607332,CN(C(=O)Cc1cccc2ccccc12)[C@H]1CCCC[C@H]1N1CCCC1,77.0,7.7e-08,7.113509274827518
CHEMBL607278,CN(CCc1ccccc1)[C@H]1CCCC[C@H]1N1CCCC1,125.0,1.2500000000000002e-07,6.903089986991944
CHEMBL606937,CN(CCc1ccc2ccccc2c1)[C@H]1CCCC[C@H]1N1CCCC1,37.0,3.7e-08,7.431798275933005
CHEMBL607274,CN(C(=O)Cc1ccc(Br)cc1)[C@@H]1CCCC[C@@H]1N1CCCC1,228.0,2.28e-07,6.642065152999546
CHEMBL607157,CN(C(=O)COc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,1247.0,1.247e-06,5.904133546521457
CHEMBL607214,CN(C(=O)CCc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,1335.0,1.3350000000000001e-06,5.874518734299406
CHEMBL607275,CN(C(=O)COc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,110.0,1.1e-07,6.958607314841775
CHEMBL606838,CN(C(=O)Cc1ccsc1)[C@H]1CCCC[C@H]1N1CCCC1,2100.0,2.1000000000000002e-06,5.6777807052660805
CHEMBL2374421,CN([C@H]1CCCC[C@H]1N1CCCC1)S(=O)(=O)c1ccccc1,966.0,9.660000000000002e-07,6.015022873584506
CHEMBL607335,CN(C(=O)Cc1ccccc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,870.0,8.7e-07,6.060480747381382
CHEMBL607451,COc1ccc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)cc1,196.0,1.96e-07,6.707743928643524
CHEMBL607391,CN(C(=O)Cc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,1155.0,1.1550000000000002e-06,5.937418015771837
CHEMBL607156,CN(C(=O)OCc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,928.0,9.28e-07,6.032452023781138
CHEMBL607390,CN(C(=O)Cc1ccc(Cl)cc1)[C@@H]1CCCC[C@@H]1N1CCCC1,224.0,2.2400000000000002e-07,6.649751981665837
CHEMBL545212,C=CCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,1.738,1.738e-09,8.759950227887352
CHEMBL555890,Cl.c1ccc2c(c1)CCCC1CN(C3CCCCC3)CCC21,1.413,1.4130000000000002e-09,8.849857838151442
CHEMBL539260,Cl.c1ccc(CCCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,4.266,4.266e-09,8.369979148886591
CHEMBL555401,CCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,2.57,2.57e-09,8.590066876668706
CHEMBL541052,COc1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1.Cl,1.995,1.9950000000000002e-09,8.700057099977233
CHEMBL545447,Cl.O=[N+]([O-])c1ccc(CCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,3.467,3.467e-09,8.460046158343603
CHEMBL545448,CN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,338.84,3.3884e-07,6.470005326930858
CHEMBL545689,Cl.c1coc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)c1,6.607,6.607000000000001e-09,8.179995693191682
CHEMBL2093875,COc1ccc2c(c1)[C@H]1CCN(C)C[C@@H]1CC2.Cl,338.84,3.3884e-07,6.470005326930858
CHEMBL555398,Cl.Clc1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,4.677,4.677e-09,8.330032630091496
CHEMBL2093876,CN1CC[C@@H]2c3ccccc3CC[C@H]2C1.Cl,446.68,4.4668000000000003e-07,6.350003492533959
CHEMBL555581,CCCCN1CCC2c3ccccc3CCCC2C1.Cl,2.138,2.138e-09,8.669992299127241
CHEMBL539504,COc1ccc2c(c1)C1=C(CC2)CN(C)CC1.Cl,3467.37,3.46737e-06,5.4599998126889995
CHEMBL545217,CCCCN1CCC2=C(CCCc3ccccc32)C1.Cl,3.981,3.981e-09,8.400007822415901
CHEMBL542390,CCCN1CCC2=C(CCc3ccccc32)C1.Cl,21.38,2.138e-08,7.669992299127241
CHEMBL555418,COc1ccc2c(c1)[C@@H]1CCN(C)C[C@@H]1CC2.Cl,1174.9,1.1749000000000002e-06,5.929999096197655
CHEMBL540274,Cl.c1ccc(CCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,0.3236,3.236e-10,9.489991487059765
CHEMBL553561,Cl.c1ccc2c(c1)CC[C@H]1CN(C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)CC[C@@H]21,2.291,2.291e-09,8.639974910810603
CHEMBL545687,CCCCN1CCC2c3ccccc3CC2C1.Cl,10.96,1.0960000000000002e-08,7.96018944585165
CHEMBL554388,Cl.c1csc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)c1,7.079,7.079e-09,8.15002808767115
CHEMBL544282,CCCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,6.31,6.31e-09,8.199970640755867
CHEMBL544280,CC(C)(C)c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1.Cl,97.72,9.772e-08,7.010016541698601
CHEMBL544747,Cl.O=[N+]([O-])c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,8.71,8.710000000000002e-09,8.059981844992336
CHEMBL544987,Cl.c1ccc2c(c1)CC[C@H]1CN(C3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)CC[C@@H]21,2.188,2.1880000000000003e-09,8.659952682338607
CHEMBL543101,C=CCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,4.571,4.571e-09,8.33998877871067
CHEMBL544281,CC(C)=CCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,1.175,1.1750000000000002e-09,8.929962133392245
CHEMBL541299,CCCCN1CCC2=C(CCc3ccccc32)C1.Cl,7.586,7.586000000000001e-09,8.119987161633228
CHEMBL545688,CCCCN1CCC2=C(Cc3ccccc32)C1.Cl,1.862,1.8620000000000002e-09,8.730020323354676
CHEMBL543810,Cl.c1ccc2c(c1)CC[C@H]1CN(CC3CC3)CC[C@@H]21,2.455,2.4550000000000003e-09,8.609948503541013
CHEMBL553265,Cl.c1ccc2c(c1)CC[C@H]1CN(C3CCCCC3)CC[C@@H]21,0.2512,2.5119999999999997e-10,9.599980364934842
CHEMBL554988,Cl.c1ccc(CCN2CCC3=C(CCc4ccccc43)C2)cc1,16.6,1.6600000000000003e-08,7.779891911959945
CHEMBL544748,CCCCN1CC[C@H]2c3cc(C)cc(C)c3CC[C@H]2C1.Cl,2.042,2.0419999999999998e-09,8.689944262249108
CHEMBL542387,Cl.c1ccc2c(c1)CC[C@H]1CN(Cc3ccc4ccccc4c3)CC[C@@H]21,81.28,8.128000000000001e-08,7.090016305060156
CHEMBL545682,Cl.c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,1.82,1.8200000000000001e-09,8.739928612014925
CHEMBL542140,Cl.c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)nc1,16.6,1.6600000000000003e-08,7.779891911959945
CHEMBL2093874,CCCCN1CC[C@@H]2c3ccccc3CC[C@H]2C1.Cl,3.09,3.09e-09,8.510041520575164
CHEMBL542786,CCCNCCc1ccc(OC)c(OCCc2ccccc2)c1.Cl,34.0,3.4e-08,7.468521082957745
CHEMBL341003,CCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,9.5,9.5e-09,8.022276394711152
CHEMBL1744017,CCCCN1CCC2(CCc3ccccc32)CC1.Cl,2.042,2.0419999999999998e-09,8.689944262249108
CHEMBL338781,CCCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,420.0,4.2e-07,6.376750709602099
CHEMBL128799,CCCNC(CCC)Cc1ccc(OC)c(OCCc2ccccc2)c1,4.5,4.500000000000001e-09,8.346787486224656
CHEMBL541091,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC.Cl,210.0,2.1e-07,6.6777807052660805
CHEMBL553962,CCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC.Cl,1.5,1.5000000000000002e-09,8.823908740944319
CHEMBL64511,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)nc1,11.22,1.122e-08,7.950007143079858
CHEMBL1744014,Cl.c1ccc(CCN2CCC3(CCc4ccccc43)CC2)cc1,2.754,2.7540000000000002e-09,8.560036064079094
CHEMBL1743991,Cl.c1ccc2c(c1)CCCC21CCN(CC2CCCO2)CC1,5.495,5.4950000000000006e-09,8.260032303240491
CHEMBL545760,CCCNC(C)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,10.0,1e-08,8.0
CHEMBL128717,CCCN(CCC)C(CC)Cc1ccc(OC)c(OCCc2ccccc2)c1,5.7,5.7000000000000006e-09,8.244125144327509
CHEMBL128860,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,2.1,2.1e-09,8.67778070526608
CHEMBL1788383,Cl.c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1,0.7244,7.244000000000001e-10,9.14002155835798
CHEMBL542470,CCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC.Cl,30.0,3.0000000000000004e-08,7.522878745280337
CHEMBL1744001,CCCCCCN1CCC2(CCCc3ccccc32)CC1.Cl,2.884,2.884e-09,8.54000474395261
CHEMBL1743997,C=CCN1CCC2(CCCc3ccccc32)CC1.Cl,18.2,1.82e-08,7.739928612014925
CHEMBL1744010,CCCCN1CCC2(CCCCc3ccccc32)CC1.Cl,4.786,4.786e-09,8.320027305722581
CHEMBL1743995,Cl.Clc1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,6.761,6.761000000000001e-09,8.169989064063882
CHEMBL11311,COc1ccc(CCN2CCCC2)cc1OCCc1ccccc1.O=C(O)C(=O)O,110.0,1.1e-07,6.958607314841775
CHEMBL127720,CCCN(CCC)C(C)Cc1ccc(OC)c(OCCc2ccccc2)c1,12.0,1.2000000000000002e-08,7.920818753952375
CHEMBL1743994,Cl.c1csc(CN2CCC3(CCCc4ccccc43)CC2)c1,6.31,6.31e-09,8.199970640755867
CHEMBL1744013,Cl.Oc1ccc2c(c1)C1(CCC2)CCN(Cc2ccccc2)CC1,69.18,6.918000000000001e-08,7.160019442321658
CHEMBL542784,COc1ccc(CCN)cc1OCCc1ccccc1.Cl,1000.0,1.0000000000000002e-06,6.0
CHEMBL1744004,Cl.c1ccc(CN2CCC3(CCc4ccccc43)CC2)nc1,16.22,1.622e-08,7.789949150124863
CHEMBL1256916,Cl.c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,3.802,3.802e-09,8.419987887470576
CHEMBL339253,CCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,170.0,1.7000000000000001e-07,6.769551078621726
CHEMBL127899,CCCNC(CC)Cc1ccc(OC)c(OCCc2ccccc2)c1,8.0,8e-09,8.096910013008056
CHEMBL540331,CCCNC(CCC(C)C)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,1.8,1.8000000000000002e-09,8.744727494896694
CHEMBL1788382,CC(C)=CCN1CCC2(CCc3ccccc32)CC1.Cl,1.175,1.1750000000000002e-09,8.929962133392245
CHEMBL1744008,Cl.c1ccc2c(c1)CCCC21CCN(CC2CC2)CC1,10.23,1.0230000000000001e-08,7.99012436628784
CHEMBL1744011,Cl.c1ccc(CN2CCC3(CCCCc4ccccc43)CC2)cc1,6.761,6.761000000000001e-09,8.169989064063882
CHEMBL553841,CCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,330.0,3.3e-07,6.481486060122113
CHEMBL128998,CCCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,1000.0,1.0000000000000002e-06,6.0
CHEMBL341508,CCCCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,1000.0,1.0000000000000002e-06,6.0
CHEMBL538845,COc1ccc(CC(N)CCC(C)C)cc1OCCc1ccccc1.Cl,130.0,1.3e-07,6.886056647693163
CHEMBL340275,CCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,150.0,1.5000000000000002e-07,6.823908740944319
CHEMBL1743998,Cc1ccc2c(c1)CCCC21CCN(Cc2ccccc2)CC1.Cl,5.495,5.4950000000000006e-09,8.260032303240491
CHEMBL1744015,CCCCCCN1CCC2(CCc3ccccc32)CC1.Cl,1.514,1.5140000000000001e-09,8.819874124835946
CHEMBL538290,CCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,1000.0,1.0000000000000002e-06,6.0
CHEMBL1788381,CCCCN1CCC2(CCCc3ccccc32)CC1.Cl,1.202,1.202e-09,8.92009553233328
CHEMBL421446,CCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,13.0,1.3e-08,7.886056647693163
CHEMBL128944,CCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,230.0,2.3000000000000002e-07,6.638272163982407
CHEMBL1743996,C=CCCN1CCC2(CCCc3ccccc32)CC1.Cl,6.607,6.607000000000001e-09,8.179995693191682
CHEMBL1743992,Cl.O=[N+]([O-])c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,14.13,1.4130000000000001e-08,7.849857838151442
CHEMBL339638,CCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,9.0,9.000000000000001e-09,8.045757490560675
CHEMBL128999,CCCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,170.0,1.7000000000000001e-07,6.769551078621726
CHEMBL340587,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,29.0,2.9e-08,7.5376020021010435
CHEMBL1744002,COc1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1.Cl,1.66,1.66e-09,8.779891911959945
CHEMBL1743993,Cl.c1coc(CN2CCC3(CCCc4ccccc43)CC2)c1,9.55,9.550000000000001e-09,8.019996628416253
CHEMBL1744016,COc1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1.Cl,3.467,3.467e-09,8.460046158343603
CHEMBL62770,CC(C)=CCN1CCC2(CCCc3ccccc32)CC1,1.047,1.047e-09,8.980053318321158
CHEMBL1744003,Cc1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1.Cl,1.413,1.4130000000000002e-09,8.849857838151442
CHEMBL1743999,Cl.c1ccc2c(c1)CCC21CCN(CC2CCCCC2)CC1,1.349,1.349e-09,8.869988050328097
CHEMBL338858,CCCC(N)(CCC)Cc1ccc(OC)c(OCCc2ccccc2)c1.O=C(O)/C=C/C(=O)O,1000.0,1.0000000000000002e-06,6.0
CHEMBL521582,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1.Cl,1.3,1.3e-09,8.886056647693163
CHEMBL543896,CCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,110.0,1.1e-07,6.958607314841775
CHEMBL1744000,Cl.c1ccc2c(c1)CCCC21CCN(CC2CCCCC2)CC1,2.291,2.291e-09,8.639974910810603
CHEMBL128254,CCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,160.0,1.6e-07,6.795880017344075
CHEMBL1744009,Cl.c1ccc(CCN2CCC3(CCCc4ccccc43)CC2)cc1,5.012,5.012e-09,8.299988937677888
CHEMBL1744006,Cc1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1.Cl,5.888,5.888e-09,8.230032198670557
CHEMBL1744005,Cl.c1ccc2c(c1)CCC21CCN(CC2CCCO2)CC1,3.162,3.162e-09,8.500038134403809
CHEMBL1744012,COc1ccc2c(c1)C1(CCC2)CCN(Cc2ccccc2)CC1.Cl,74.13,7.413e-08,7.130005999878258
CHEMBL1744007,Cl.Clc1ccc2c(c1)CCCC21CCN(Cc2ccccc2)CC1,6.761,6.761000000000001e-09,8.169989064063882
CHEMBL555052,COc1ccc(CC(C)N)cc1OCCc1ccccc1.Cl,1000.0,1.0000000000000002e-06,6.0
CHEMBL542481,CCc1cccc(NC(=N)Nc2cc(Br)cc(CC)c2Br)c1.Cl,18.2,1.82e-08,7.739928612014925
CHEMBL552605,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(OC(F)(F)F)c2Br)c1.Cl,261.0,2.61e-07,6.583359492661719
CHEMBL543200,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(Br)c2Cl)c1.Cl,494.0,4.940000000000001e-07,6.306273051076353
CHEMBL543673,CCc1cccc(N(C)C(=N)Nc2cc(Cl)ccc2Cl)c1.Cl,28.5,2.85e-08,7.54515513999149
CHEMBL541860,CCc1cccc(NC(=N)Nc2ccccc2C(C)C)c1.Cl,20.6,2.0600000000000002e-08,7.686132779630847
CHEMBL542736,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2Cl)c1.Cl,17.3,1.7300000000000003e-08,7.761953896871204
CHEMBL553747,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(C(F)(F)F)c2Br)c1.Cl,224.0,2.2400000000000002e-07,6.649751981665837
CHEMBL541848,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(OC(F)(F)F)c2Br)c1.Cl,113.0,1.13e-07,6.94692155651658
CHEMBL543432,CCc1cccc(NC(=N)Nc2ccc(Cl)cc2)c1.Cl,20.0,2e-08,7.698970004336019
CHEMBL542964,CCc1cccc(N(C)C(=N)Nc2ccccc2)c1.Cl,42.8,4.28e-08,7.368556230986828
CHEMBL542486,CCc1cccc(N(C)C(=N)N(C)c2cc(Br)ccc2Br)c1.Cl,381.0,3.8100000000000004e-07,6.419075024324381
CHEMBL543431,CCc1cccc(NC(=N)Nc2ccc(Cl)c(Cl)c2)c1.Cl,31.8,3.18e-08,7.497572880015567
CHEMBL545076,CCc1cccc(N(C)C(=N)N(C)c2cc(CC)ccc2Cl)c1.Cl,241.0,2.41e-07,6.617982957425132
CHEMBL542487,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2Cl)c1.Cl,4.5,4.500000000000001e-09,8.346787486224656
CHEMBL543427,CCc1cccc(NC(=N)Nc2cc(SC)cc(CC)c2Cl)c1.Cl,15.8,1.5800000000000003e-08,7.801342913045577
CHEMBL543664,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Br)c1.Cl,221.0,2.21e-07,6.655607726314889
CHEMBL543196,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(SC)c2Br)c1.Cl,113.0,1.13e-07,6.94692155651658
CHEMBL554618,CCc1cccc(N(C)C(=N)Nc2ccccc2Cl)c1.Cl,71.8,7.180000000000001e-08,7.1438755557577
CHEMBL544842,CCc1cccc(NC(=N)Nc2cccc(Br)c2)c1.Cl,10.3,1.0300000000000001e-08,7.987162775294828
CHEMBL545544,CCc1cccc(N(C)C(=N)Nc2cc(C)cc(CC)c2Cl)c1.Cl,45.3,4.53e-08,7.343901797987168
CHEMBL543434,CCc1cccc(NC(=N)N(C)c2cccc(CC)c2)c1.Cl,82.0,8.2e-08,7.086186147616283
CHEMBL545769,CCc1cccc(N(C)C(=N)Nc2cccc(SC)c2)c1.Cl,164.0,1.64e-07,6.785156151952302
CHEMBL542491,CCc1cccc(NC(=N)Nc2cccc(Cl)c2Cl)c1.Cl,13.3,1.3300000000000002e-08,7.876148359032914
CHEMBL545311,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(SC)c2Br)c1.Cl,1034.0,1.034e-06,5.985479461242076
CHEMBL539299,CCc1cccc(NC(=N)Nc2ccc(Cl)cc2Cl)c1.Cl,36.5,3.65e-08,7.437707135543525
CHEMBL543436,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2Cl)c1.Cl,115.0,1.1500000000000001e-07,6.939302159646388
CHEMBL545537,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(C(F)(F)F)c2Br)c1.Cl,755.0,7.550000000000001e-07,6.1220530483708115
CHEMBL543201,CCc1cccc(NC(=N)Nc2cccc(CC)c2)c1.Cl,30.1,3.0100000000000005e-08,7.521433504406157
CHEMBL553034,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2Br)c1.Cl,5.7,5.7000000000000006e-09,8.244125144327509
CHEMBL540838,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(SC)c2Br)c1.Cl,180.0,1.8000000000000002e-07,6.7447274948966935
CHEMBL542957,CCc1cccc(N(C)C(=N)Nc2ccccc2I)c1.Cl,234.0,2.34e-07,6.6307841425898575
CHEMBL543428,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2Cl)c1.Cl,112.0,1.1200000000000001e-07,6.950781977329818
CHEMBL543199,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(C(F)(F)F)c2Cl)c1.Cl,421.0,4.21e-07,6.375717904164332
CHEMBL542730,CCc1cccc(NC(=N)Nc2cc(C)cc(CC)c2Cl)c1.Cl,30.7,3.0700000000000004e-08,7.512861624522813
CHEMBL555606,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(SC)c2Cl)c1.Cl,178.0,1.78e-07,6.749579997691106
